Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
013273       4    No     0000536F-00005377        9
013294       1    No     00005378-0000537D        6
0132A3       1    No     0000537E-00005383        6
0132C2       1    No     00005384-00005389        6
0132CF       2    No     0000538A-00005390        7
0132DA       B    No     00005391-000053A0       10
0132FD       4    No     000053A1-000053A9        9
01330C       2    No     000053AA-000053B0        7
013329       1    No     000053B1-000053B6        6
013334       A    No     000053B7-000053C5        F
01334E       1    No     000053C6-000053CB        6
013362       1    No     000053CC-000053D1        6
013378       4    No     000053D2-000053DA        9
01338B       5    No     000053DB-000053E4        A
0133A2       2    No     000053E5-000053EB        7
0133BE       1    No     000053EC-000053F1        6
0133CC       6    No     000053F2-000053FC        B
0133DB       1    No     000053FD-00005402        6
0133E5       1    No     00005403-00005408        6
0133EC       1    No     00005409-0000540E        6
0133F7       4    No     0000540F-00005417        9
01340B       1    No     00005418-0000541D        6
013417       6    No     0000541E-00005428        B
013425       1    No     00005429-0000542E        6
013461       7    No     0000542F-0000543A        C
013475      24    No     0000543B-00005463       29
0134A3       1    No     00005464-00005469        6
0134E6       1    No     0000546A-0000546F        6
013571       1    No     00005470-00005475        6
01357D       1    No     00005476-0000547B        6
0135E9       C    No     0000547C-0000548C       11
0135FD       1    No     0000548D-00005492        6
013605       D    No     00005493-000054A4       12
01362D       1    No     000054A5-000054AA        6
01363F       1    No     000054AB-000054B0        6
01364C       6    No     000054B1-000054BB        B
0136A8       1    No     000054BC-000054C1        6
0136BE       1    No     000054C2-000054C7        6
0136D9       1    No     000054C8-000054CD        6
0136EC       1    No     000054CE-000054D3        6
013707       1    No     000054D4-000054D9        6
01371A       1    No     000054DA-000054DF        6
013761       1    No     000054E0-000054E5        6
0137BB       1    No     000054E6-000054EB        6
0137CA       1    No     000054EC-000054F1        6
0137E7       2    No     000054F2-000054F8        7
013802       8    No     000054F9-00005505        D
013811       1    No     00005506-0000550B        6
013848       4    No     0000550C-00005514        9
013880       1    No     00005515-0000551A        6
01388E       1    No     0000551B-00005520        6
01390D       5    No     00005521-0000552A        A
013996       8    No     0000552B-00005537        D
0139CB       2    No     00005538-0000553E        7
0139D8       1    No     0000553F-00005544        6
013A35       2    No     00005545-0000554B        7
013A81       1    No     0000554C-00005551        6
013AA0       D    No     00005552-00005563       12
017841       1    No     00005564-00005569        6
017C9E      10    No     0000556A-0000557E       15
017DA4       1    No     0000557F-00005584        6
017DAB       7    No     00005585-00005590        C
017E02       8    No     00005591-0000559D        D
017E10       1    No     0000559E-000055A3        6
017E1B       2    No     000055A4-000055AA        7
017E2D      10    No     000055AB-000055BF       15
017E43       4    No     000055C0-000055C8        9
017E4E       1    No     000055C9-000055CE        6
017E56       1    No     000055CF-000055D4        6
017EAB       B    No     000055D5-000055E4       10
017EBC       1    No     000055E5-000055EA        6
017EC3       5    No     000055EB-000055F4        A
017ECE       1    No     000055F5-000055FA        6
017ED5       5    No     000055FB-00005604        A
017EE0       1    No     00005605-0000560A        6
017EE7       5    No     0000560B-00005614        A
017EFC       2    No     00005615-0000561B        7
017F04       1    No     0000561C-00005621        6
017F0B       4    No     00005622-0000562A        9
017F16       5    No     0000562B-00005634        A
017F5D       1    No     00005635-0000563A        6
018E68       2    No     0000563B-00005641        7
018E71       1    No     00005642-00005647        6
018E98       1    No     00005648-0000564D        6
018EA0       1    No     0000564E-00005653        6
018EBB       2    No     00005654-0000565A        7
018ECA       1    No     0000565B-00005660        6
018EDB       4    No     00005661-00005669        9
018EF2       1    No     0000566A-0000566F        6
018EFB       1    No     00005670-00005675        6
018F05       2    No     00005676-0000567C        7
018F2B       2    No     0000567D-00005683        7
018F70       1    No     00005684-00005689        6
018F7A       1    No     0000568A-0000568F        6
018FAB       4    No     00005690-00005698        9
018FB8       2    No     00005699-0000569F        7
018FC4       1    No     000056A0-000056A5        6
018FCC       1    No     000056A6-000056AB        6
018FF2       2    No     000056AC-000056B2        7
018FFB       1    No     000056B3-000056B8        6
01902F       2    No     000056B9-000056BF        7
019054       2    No     000056C0-000056C6        7
0190A4       4    No     000056C7-000056CF        9
0190B2       2    No     000056D0-000056D6        7
0190C7       1    No     000056D7-000056DC        6
0190D0       1    No     000056DD-000056E2        6
0190F8       3    No     000056E3-000056EA        8
01911D       4    No     000056EB-000056F3        9
019131       4    No     000056F4-000056FC        9
019140       2    No     000056FD-00005703        7
019148       4    No     00005704-0000570C        9
019168       2    No     0000570D-00005713        7
019170       4    No     00005714-0000571C        9
019184       2    No     0000571D-00005723        7
01918F       1    No     00005724-00005729        6
0191A2       8    No     0000572A-00005736        D
0191B0       2    No     00005737-0000573D        7
0191BD       2    No     0000573E-00005744        7
0191C5       4    No     00005745-0000574D        9
0191E4       9    No     0000574E-0000575B        E
0191F8       2    No     0000575C-00005762        7
019205       4    No     00005763-0000576B        9
019238       2    No     0000576C-00005772        7
019241       1    No     00005773-00005778        6
019268       1    No     00005779-0000577E        6
019275       2    No     0000577F-00005785        7
01928E       1    No     00005786-0000578B        6
019295       4    No     0000578C-00005794        9
0192A4       2    No     00005795-0000579B        7
0192BC       1    No     0000579C-000057A1        6
0192C6       2    No     000057A2-000057A8        7
0192E1       1    No     000057A9-000057AE        6
0192EF       1    No     000057AF-000057B4        6
0192F9       1    No     000057B5-000057BA        6
019313       1    No     000057BB-000057C0        6
01931A       4    No     000057C1-000057C9        9
019329       2    No     000057CA-000057D0        7
019341       1    No     000057D1-000057D6        6
01934B       2    No     000057D7-000057DD        7
019367       1    No     000057DE-000057E3        6
019375       1    No     000057E4-000057E9        6
01937F       1    No     000057EA-000057EF        6
019399       3    No     000057F0-000057F7        8
0193B6       4    No     000057F8-00005800        9
0193C5       2    No     00005801-00005807        7
0193CD       2    No     00005808-0000580E        7
0193E7       1    No     0000580F-00005814        6
0193EF       1    No     00005815-0000581A        6
01940A       4    No     0000581B-00005823        9
01941A       2    No     00005824-0000582A        7
019422       4    No     0000582B-00005833        9
01943B       2    No     00005834-0000583A        7
019453       1    No     0000583B-00005840        6
01945B       1    No     00005841-00005846        6
019481       2    No     00005847-0000584D        7
01948A       1    No     0000584E-00005853        6
01949B       1    No     00005854-00005859        6
0194BE       2    No     0000585A-00005860        7
0194D3       1    No     00005861-00005866        6
0194EE       1    No     00005867-0000586C        6
0194F5       2    No     0000586D-00005873        7
019501       1    No     00005874-00005879        6
019510       1    No     0000587A-0000587F        6
019517       1    No     00005880-00005885        6
019531       2    No     00005886-0000588C        7
01953D       1    No     0000588D-00005892        6
019547       2    No     00005893-00005899        7
019565       1    No     0000589A-0000589F        6
019576       2    No     000058A0-000058A6        7
019586       1    No     000058A7-000058AC        6
0195CB       2    No     000058AD-000058B3        7
0195D3       1    No     000058B4-000058B9        6
0195DB       1    No     000058BA-000058BF        6
0195E2       2    No     000058C0-000058C6        7
0195F8       2    No     000058C7-000058CD        7
01961E       1    No     000058CE-000058D3        6
019625       1    No     000058D4-000058D9        6
019647       3    No     000058DA-000058E1        8
01965B       2    No     000058E2-000058E8        7
019663       4    No     000058E9-000058F1        9
019688       2    No     000058F2-000058F8        7
019698       1    No     000058F9-000058FE        6
0196A0       4    No     000058FF-00005907        9
0196AB       E    No     00005908-0000591A       13
0196BF       2    No     0000591B-00005921        7
0196CC       2    No     00005922-00005928        7
0196D4       4    No     00005929-00005931        9
019717       2    No     00005932-00005938        7
019723       2    No     00005939-0000593F        7
01972B       4    No     00005940-00005948        9
